Account,Date From,Date To,Bag Count,Vendor Name,City,State,Zip code
431,2015-05-21,2015-06-20,418,Bulman Enterprises Inc,Bethesda,MD,20814
789,2014-03-01,2014-03-31,663,Mehranian LLC,Rockville,MD,20852
761,2016-09-01,2016-09-30,2613,johnny & prum Inc.,Silver Spring,MD,20902
551,2014-11-01,2014-11-30,18008,Lotte Plaza,Silver Spring,MD,20906
157,2014-02-21,2014-03-20,24148,GLOBAL FOOD INC,Montgomery Village,MD,20886
738,2015-08-24,2015-09-25,798,"cpss, inc t/a 3 star beer and wine",Gaithersburg,MD,20879
569,2012-08-31,2012-11-18,4364,MR. KEITH & PRUM INC,Silver Spring,MD,20906
474,2016-05-01,2016-05-31,467,Lin and Yin Inc,Gaithersburg,MD,20878
197,2012-09-01,2012-09-30,395,RED DOOR SALONS INC,,AZ,85034
341,2016-08-01,2016-08-31,226,19725A Inc,Germantown,MD,20874
206,2015-01-01,2015-01-31,1939,khunya Inc./7-Eleven,Silver Spring,MD,20904
75,2014-10-05,2014-11-01,10597,"Five Below, Inc.",,PA,19103
535,2013-06-01,2013-06-30,1331,"Mustard Seed Recycling Co., Inc.",Bethesda,MD,20814
543,2016-01-01,2016-01-31,2157,The Salvation Army,,MD,20781
576,2015-01-01,2015-01-31,1843,"Lerner New York, Inc",,NY,10001
607,2012-03-31,2012-06-30,244,"Life4Animals, Inc",Gaithersburg,MD,20877
1081,2015-01-01,2015-01-31,4,"WAA - Gaithersburg, LLC",Gaithersburg,MD,20878
1088,2012-05-01,2013-03-31,1065,CHIMYKE CORP.,Silver Spring,MD,20904
904,2014-05-01,2014-05-31,338,Brooklyns Deli Potomac LLC,Potomac,MD,20854
1278,2015-07-08,2015-07-31,162,New York Deli Inc,Rockville,MD,20850
248,2014-08-01,2014-08-31,31,"Equinox Bethesda, Inc.",Bethesda,MD,20814
849,2012-11-01,2012-11-30,963,J2J Inc. dba Child's Play,Rockville,MD,20852
204,2016-05-01,2016-05-31,6848,Eckerd Corporation,,PA,17319
190,2012-04-01,2012-04-30,75,"DAVIDS BRIDAL, INC.",,PA,19428
336,2015-01-01,2015-01-31,87,Kensington Center LLC,Kensington,MD,20895
1092,2015-01-01,2015-06-30,828,Yuzu,Bethesda,MD,20814
440,2015-10-01,2015-10-31,93,Aardvark Swim and Sport Inc,Rockville,MD,20852
281,2012-04-01,2012-04-30,513,"Creative Hairdressers, Inc.",,VA,22182
447,2012-09-01,2012-09-30,983,Golden World Inc,Bethesda,MD,20814
156,2015-02-01,2015-02-28,1455,"CLAIRE'S BOUTIQUES, INC.",,FL,33027
797,2014-01-01,2014-04-30,3451,whiteoak convenience store,Silver Spring,MD,20904
464,2015-11-01,2015-11-30,502,ZCH Inc,Germantown,MD,20876
373,2012-02-01,2012-03-31,2563,"North Asiatic, Inc.",,VA,22180
313,2013-08-01,2013-08-31,1636,"Strosniders Hardware of Potomac, Inc.",Potomac,MD,20854
904,2016-01-01,2016-01-31,462,Brooklyns Deli Potomac LLC,Potomac,MD,20854
483,2015-11-01,2015-11-30,86,"E & C Enterprises, Inc.",,VA,22192
23,2015-08-02,2015-08-29,2782,"Rugged Wearhouse, Inc",,WV,26508
16,2013-10-01,2013-10-31,23033,"H&M, Hennes & Mauritz LP",,NJ,7031
572,2013-06-18,2013-08-14,1921,Aj and Aj Corporation,Silver Spring,MD,20903
627,2014-02-01,2014-02-28,17,"Thompson Tap Room, LLC",,VA,20170
956,2015-07-01,2015-12-31,10858,LBDP Inc.,Silver Spring,MD,20906
329,2012-09-01,2012-09-30,1911,WHEATON PARK BEER AND WINE,Silver Spring,MD,20902
311,2016-03-01,2016-03-31,2021,"Strosniders Hardware of Silver Spring, Inc.",Silver Spring,MD,20910
141,2016-03-01,2016-03-31,1034,"Williams-Sonoma Stores, Inc.",,CA,94109
430,2015-02-21,2015-03-20,615,OPH II Inc,Rockville,MD,20852
83,2015-08-01,2015-08-31,100614,"Home Depot USA.,INC.",,GA,30339
401,2016-01-01,2016-01-31,1042,CKCE Inc,Rockville,MD,20852
738,2016-05-25,2016-06-25,424,"cpss, inc t/a 3 star beer and wine",Gaithersburg,MD,20879
761,2013-12-01,2013-12-31,2467,johnny & prum Inc.,Silver Spring,MD,20902
501,2015-11-01,2015-11-30,86,PEPE COBBLER'S BENCH,Bethesda,MD,20817
106,2012-10-01,2012-10-31,7426,Roots Olney LLC,Olney,MD,20832
174,2015-02-01,2015-02-28,2197,Party City - Rockville Inc.,Rockville,MD,20852
336,2012-01-01,2012-01-31,135,Kensington Center LLC,Kensington,MD,20895
1253,2015-10-01,2015-10-31,754,JUMBO JUMBO CAFE LLC,Germantown,MD,20874
204,2016-09-01,2016-09-30,4673,Eckerd Corporation,,PA,17319
245,2013-10-06,2013-11-02,781,"Grace Holmes, Inc.",,NY,10003
842,2013-02-01,2013-05-31,2916,Hexin Inc.,Rockville,MD,20850
434,2014-01-01,2014-01-31,2112,"OFFICE DEPOT, INC.",,FL,33496
341,2015-04-01,2015-04-30,292,19725A Inc,Germantown,MD,20874
248,2013-05-01,2013-05-31,47,"Equinox Bethesda, Inc.",Bethesda,MD,20814
790,2014-04-01,2014-07-31,8398,aspen hill lottery beer and wine,Silver Spring,MD,20906
314,2014-07-01,2014-07-31,571228,"Safeway, Inc.",,AZ,85027
529,2012-09-01,2012-09-30,1327,11-Jul,Olney,MD,20832
1263,2016-04-01,2016-04-30,292,RYANALEX INC,Silver Spring,MD,20910
689,2012-07-01,2012-09-30,745,"Washington Music Sales Center, Inc.",Silver Spring,MD,20902
177,2016-04-01,2016-04-30,56,greenapple convenience store inc.,Silver Spring,MD,20904
251,2012-05-01,2012-05-31,200481,Whole Foods Market Group Inc,,TX,78703
307,2013-07-01,2013-07-31,448,Masquerade LLC,,PA,19060
296,2014-01-01,2014-01-31,1897,Goodwill of Greater Washington,,DC,20018
21,2015-07-01,2015-07-31,1488,"City Sports, Inc",,MA,2114
577,2013-08-01,2013-08-31,33,nancy's kitchen of silver spring inc,Silver Spring,MD,20906
1158,2016-06-30,2016-07-26,1895,papayaclothing,Silver Spring,MD,20902
635,2014-10-01,2014-12-31,4314,WATKINS MILL BEER & WINE,Gaithersburg,MD,20879
1344,2016-06-01,2016-06-30,413,"E&C Mid-Atlantic Ventures, LLC",Rockville,MD,20850
534,2015-05-01,2015-05-31,3194,Patchara Inc.,Rockville,MD,20850
527,2014-03-01,2014-03-31,348,"GUAPO'S BETHESDA, INC.",Bethesda,MD,20814
526,2014-07-01,2014-07-31,3595,"GALLARDO REYES, INC.",Gaithersburg,MD,20877
613,2012-04-30,2012-06-30,1636,Deewandeekern Inc,Germantown,MD,20874
844,2014-04-01,2014-04-30,52,Apotho Drug,Kensington,MD,20895
871,2012-09-01,2012-09-30,10346,"Dollar Tree Stores, Inc.",,VA,23320
443,2015-12-01,2015-12-31,22355,J. C. PENNEY CORPORATION INC,,UT,84101
268,2012-11-01,2012-11-30,23,CHEVY CHASE CITGO INC.,Chevy Chase,MD,20815
427,2015-10-01,2015-10-31,214,"Tropicanas Restaurant, Inc",Takoma Park,MD,20912
479,2013-01-22,2013-02-18,6031,LA MART INC,Silver Spring,MD,20901
443,2014-03-01,2014-03-31,11257,J. C. PENNEY CORPORATION INC,,UT,84101
1178,2015-10-01,2015-10-30,3783,INTERNATIONAL BAKERY INC,Gaithersburg,MD,20877
338,2012-02-01,2012-02-29,3887,Taste of Europe,Gaithersburg,MD,20878
98,2013-12-01,2013-12-31,92,"Nakamura, llc",Chevy Chase,MD,20815
649,2015-01-01,2015-03-31,541,"Red Robin of Montgomery County, Inc.",,CO,80111
529,2013-03-01,2013-03-31,607,11-Jul,Olney,MD,20832
748,2012-04-01,2012-04-30,79,"LAREDO GRILLE, INC",Gaithersburg,MD,20878
51,2014-06-02,2014-06-29,45289,"HAR WHEATON, INC.",Silver Spring,MD,20902
1330,2016-04-01,2016-04-30,715,121 FOOD & SERVICE INC,Rockville,MD,20853
502,2016-07-01,2016-07-31,1293,Jacob's Mirae Inc,Silver Spring,MD,20901
982,2012-12-20,2012-12-20,9764,Shadygrove Express LLC,Gaithersburg,MD,20877
652,2016-02-01,2016-06-30,9962,"Occasions of Montgoemry Mall, Inc.",Gaithersburg,MD,20877
577,2014-08-01,2014-10-31,106,nancy's kitchen of silver spring inc,Silver Spring,MD,20906
274,2016-04-01,2016-04-30,98,BEAUTY PLAZA,Rockville,MD,20851
354,2014-06-01,2014-06-30,1378,CalTort Development Corporation,Rockville,MD,20850
287,2012-01-31,2012-03-31,5018,"Malina, Inc.",,MD,20705
14,2016-07-01,2016-09-30,2291,PLAZA ARTIST MATERIALS OF THE MIDATLANTIC INC.,Silver Spring,MD,20910
955,2016-01-01,2016-01-31,8293,Dawsons Market,Rockville,MD,20850
532,2015-07-01,2015-07-31,52323,"EVERLU FOOD, INC.",Rockville,MD,20852
904,2016-04-01,2016-04-30,492,Brooklyns Deli Potomac LLC,Potomac,MD,20854
1157,2014-04-01,2014-04-30,2751,California Tortilla,Rockville,MD,20850
343,2012-02-01,2012-02-29,208,1488 B Inc,Rockville,MD,20852
421,2012-10-01,2012-10-31,1087,KCBW Inc,Germantown,MD,20874
430,2014-12-21,2015-01-20,122,OPH II Inc,Rockville,MD,20852
79,2015-02-16,2015-03-22,427,finewine.com,Gaithersburg,MD,20878
93,2016-01-01,2016-01-31,679,SAR WHITE MARSH FOOD INC,,MD,21236
43,2016-08-01,2016-08-31,1503,"THE DRESS BARN, INC.",,MN,55802
434,2016-06-01,2016-06-30,666,"OFFICE DEPOT, INC.",,FL,33496
269,2012-06-01,2012-06-30,2081,"Anthropologie, Inc.",,PA,19112
251,2013-12-01,2013-12-31,227425,Whole Foods Market Group Inc,,TX,78703
1141,2013-12-01,2013-12-31,505,DELIGHT FOODS INC,Silver Spring,MD,20906
759,2016-01-01,2016-01-31,123,E&G VENTURES LLC,Rockville,MD,20853
1304,2016-02-01,2016-02-29,2282,"Moby Dick VI, Inc.",,MD,20785
101,2012-02-17,2012-03-26,33,Surrey Central Inc.,Germantown,MD,20874
575,2014-08-01,2014-08-31,481,"Bluemercury, Inc.",,DC,20007
954,2014-12-01,2014-12-31,377,China Master Inc,Rockville,MD,20850
356,2014-08-01,2014-08-31,2482,USK INC. T/A LAKESIDE BEER WINE CHEESE SB,Gaithersburg,MD,20877
956,2013-07-01,2013-09-30,4169,LBDP Inc.,Silver Spring,MD,20906
738,2012-07-24,2012-08-25,1119,"cpss, inc t/a 3 star beer and wine",Gaithersburg,MD,20879
596,2014-12-01,2014-12-31,2005,"LONG BRANCH BEER AND WINE, INC.",Silver Spring,MD,20901
130,2013-06-01,2013-06-30,293,"SEVA Enterprises, Inc.",Rockville,MD,20852
150,2012-11-01,2012-11-30,608,"SODEXO MANAGEMENT, INC.",Gaithersburg,MD,20878
849,2013-11-01,2013-11-30,1059,J2J Inc. dba Child's Play,Rockville,MD,20852
62,2013-04-01,2013-04-30,855,The Party Company,,VA,20109
572,2016-03-16,2016-05-15,611,Aj and Aj Corporation,Silver Spring,MD,20903
508,2015-11-01,2015-11-30,487,"FAAN, INC.",Silver Spring,MD,20910
1129,2015-07-01,2015-07-31,2223,Dick's Sporting Goods Inc,,PA,15108
1098,2015-07-01,2015-08-31,1681,Genesco Inc.,,TN,37217
643,2014-07-01,2014-12-31,81,The Finish Line Inc,,IN,46235
156,2014-06-01,2014-06-30,1632,"CLAIRE'S BOUTIQUES, INC.",,FL,33027
937,2015-09-01,2015-09-30,111,"Current Boutique, LLC",Bethesda,MD,20814
258,2012-03-01,2012-03-31,243,Ki and Ko Choi Inc,Germantown,MD,20874
848,2013-09-01,2013-09-30,95,YKM Inc,Rockville,MD,20852
956,2012-01-01,2012-09-30,8631,LBDP Inc.,Silver Spring,MD,20906
391,2016-03-01,2016-03-31,5754,"MORAZAN GROCERY II, INC.",Gaithersburg,MD,20877
337,2016-01-01,2016-01-31,1,AUSTIN GRILL LLC,,VA,20170
169,2014-09-01,2014-11-30,176,CHINA GOURMET,Kensington,MD,20895
1271,2016-09-01,2016-09-30,1882,HARI OM MANAGEMENT LLC,Germantown,MD,20874
130,2013-07-01,2013-07-31,208,"SEVA Enterprises, Inc.",Rockville,MD,20852
233,2015-03-01,2015-03-31,2047,Kam Sam Supermarket,Rockville,MD,20850
223,2016-03-01,2016-03-31,13618,Sears Roebuck & Co,,IL,60179
554,2013-08-01,2013-08-31,284,"Soma Intimates, LLC",,FL,33966
497,2013-01-01,2013-01-31,1181,"7-Eleven, Inc.",,TX,75201
368,2016-09-01,2016-09-30,9310,Dave  West  Indian Product  Corp DBA The  Caribbean Market,Takoma Park,MD,20912
165,2016-02-28,2016-07-02,10464,The Container Store,,TX,75019
632,2012-01-01,2012-11-30,2009,"Chang & Mi, Inc",Silver Spring,MD,20902
576,2013-09-01,2013-09-30,3469,"Lerner New York, Inc",,NY,10001
610,2012-01-01,2012-01-31,763,Brooklyn Deli Potomac,Potomac,MD,20854
1147,2016-09-01,2016-09-30,554,cana beer and wine inc,Germantown,MD,20874
739,2015-01-01,2015-07-16,17235,11-Jul,,MD,20796
969,2015-02-01,2015-02-28,51,"JEON FAMILY, INC",Gaithersburg,MD,20879
637,2013-12-01,2013-12-31,631,Terrance M Parker dba Chick-fil-A at Silver Spring In-Line,,GA,30349
1193,2014-04-04,2014-04-30,1399,7-eleven store # 35003,Germantown,MD,20874
432,2016-04-01,2016-04-30,2531,Rodmans Gourmet,Silver Spring,MD,20902
1191,2014-05-01,2014-08-31,228,KEY AND MYUNG INC,Rockville,MD,20850
197,2014-08-03,2014-08-30,79,RED DOOR SALONS INC,,AZ,85034
550,2013-03-01,2013-03-31,3343,JAI HO FRESH INC,Germantown,MD,20874
266,2015-07-01,2015-07-31,1396,Carter's Retail Inc.,,CT,30326
1157,2014-09-01,2014-10-31,3055,California Tortilla,Rockville,MD,20850
435,2014-03-01,2014-03-31,113,"DALISSON,LLC",Silver Spring,MD,20910
93,2013-06-01,2013-06-30,4997,SAR WHITE MARSH FOOD INC,,MD,21236
375,2012-04-01,2012-04-30,591,Pink Palm LLC,Bethesda,MD,20814
417,2015-12-01,2015-12-31,4887,ASADO MD,Rockville,MD,20852
599,2015-05-01,2015-05-31,1633,Cheese & Wine Shoppe,Silver Spring,MD,20902
760,2012-08-01,2012-08-31,15952,AFRICAN & CARIBBEAN FOOD CORP,Takoma Park,MD,20912
825,2014-05-01,2014-05-31,79,ALICIA RESTAURANT INC,Rockville,MD,20850
460,2016-02-01,2016-02-29,236,Wow Grill Inc,Gaithersburg,MD,20877
652,2012-03-01,2012-05-31,4607,"Occasions of Montgoemry Mall, Inc.",Gaithersburg,MD,20877
289,2012-03-01,2012-03-31,473,GIGIS BEAUTY SUPPLY,Silver Spring,MD,20906
717,2015-01-01,2015-09-30,15505,Los Chorros Restaurant,Silver Spring,MD,20902
432,2012-09-01,2012-09-30,2797,Rodmans Gourmet,Silver Spring,MD,20902
329,2013-03-01,2013-03-31,1536,WHEATON PARK BEER AND WINE,Silver Spring,MD,20902
138,2015-08-01,2015-08-31,17444,Forever 21 Retail Inc.,,CA,90031
402,2013-11-03,2013-11-30,2774,"CHARLOTTE RUSSE, INC",,CA,92121
314,2013-10-01,2013-10-31,544972,"Safeway, Inc.",,AZ,85027
28,2014-12-01,2014-12-31,1776,"Hardware City, Inc.",Kensington,MD,20895
623,2014-05-01,2014-05-31,29522,Korean Korner Inc,Silver Spring,MD,20906
246,2012-01-01,2012-01-31,1798,"May Enterprises, Inc. (dba Subway)",Gaithersburg,MD,20877
234,2014-01-01,2014-12-31,491,"Things Remembered, Inc",,OH,44143
877,2016-09-01,2016-09-30,875,Bubble Express Inc,Rockville,MD,20852
183,2015-09-01,2015-09-30,1235,PHO & GRILL,Gaithersburg,MD,20882
523,2016-08-01,2016-08-31,67035,"FOR MY CHILDREN, INC.",Gaithersburg,MD,20877
23,2013-03-31,2013-04-27,3191,"Rugged Wearhouse, Inc",,WV,26508
850,2013-03-01,2013-03-31,192,Kensington Pharmacy,Kensington,MD,20895
362,2016-07-01,2016-07-31,32,Hwa Suk Lee,Silver Spring,MD,20906
483,2015-07-01,2015-07-31,73,"E & C Enterprises, Inc.",,VA,22192
311,2016-04-01,2016-04-30,2283,"Strosniders Hardware of Silver Spring, Inc.",Silver Spring,MD,20910
245,2015-08-30,2015-10-03,318,"Grace Holmes, Inc.",,NY,10003
483,2012-09-01,2012-09-30,184,"E & C Enterprises, Inc.",,VA,22192
155,2014-08-01,2014-08-31,9659,"HomeGoods, Inc",,MA,1701
913,2016-01-01,2016-03-31,2945,Zumiez Inc,Gaithersburg,MD,20877
312,2016-01-01,2016-01-31,4824,Strosniniders Hardware,Bethesda,MD,20814
318,2014-05-01,2014-05-31,54,Clover Elm Street LLC,,DC,20016
487,2014-01-01,2014-01-31,89,Dale Music Co.,Silver Spring,MD,20910
701,2016-07-01,2016-07-31,61,C C Gourmet Deli Inc,Chevy Chase,MD,20815
596,2013-12-01,2013-12-31,1795,"LONG BRANCH BEER AND WINE, INC.",Silver Spring,MD,20901
57,2016-08-01,2016-08-31,207523,Harris Teeter,,NC,28105
1141,2014-01-01,2014-01-31,428,DELIGHT FOODS INC,Silver Spring,MD,20906
424,2013-09-01,2013-09-30,13456,Big Ernie;s Inc,,VA,20176
630,2015-04-01,2015-04-30,235,J&J Deli Inc,Gaithersburg,MD,20877
347,2015-06-01,2015-06-30,1181,Meridian Market and Wine(EMC at Meridian Inc.),Rockville,MD,20852
28,2013-10-01,2013-10-31,1252,"Hardware City, Inc.",Kensington,MD,20895
251,2014-09-01,2014-09-30,219563,Whole Foods Market Group Inc,,TX,78703
210,2012-07-01,2012-07-31,1865,Ralssubway,,VA,20171
73,2016-06-01,2016-06-30,59693,"Macy's Retail Holdings, Inc.",,OH,45202
859,2015-10-01,2015-10-31,194,Candy Man LLC,Silver Spring,MD,20902
288,2014-09-01,2014-09-30,594,eastward inc,Rockville,MD,20852
274,2015-12-01,2015-12-31,94,BEAUTY PLAZA,Rockville,MD,20851
642,2012-10-15,2012-10-31,134,KS Potomac Inc,Rockville,MD,20850
204,2016-01-01,2016-01-31,4762,Eckerd Corporation,,PA,17319
523,2014-01-01,2014-01-31,53695,"FOR MY CHILDREN, INC.",Gaithersburg,MD,20877
94,2012-12-01,2012-12-31,4291,Sarku SL White Oak Inc,Silver Spring,MD,20904
204,2013-01-01,2013-01-31,7074,Eckerd Corporation,,PA,17319
740,2015-09-01,2015-09-30,3778,cnp holdings inc/7-eleven20096-B,Silver Spring,MD,20906
1138,2015-10-01,2015-10-31,139,Amici Miei Ristorante,Potomac,MD,20854
47,2013-07-01,2013-07-31,955,LEBANESE TAVERNA CAFE-CONGRESSIONAL INC,Rockville,MD,20852
396,2015-05-01,2015-05-31,30019,"Green Castle International, Inc.",Silver Spring,MD,20901
188,2014-03-11,2014-04-11,357,Sports Zone Inc.,,MD,20705
501,2013-04-01,2013-04-30,107,PEPE COBBLER'S BENCH,Bethesda,MD,20817
117,2014-05-03,2014-04-03,385,shirin inc,Germantown,MD,20874
341,2015-07-01,2015-07-31,258,19725A Inc,Germantown,MD,20874
625,2013-11-01,2013-11-30,1321,yohana inc.,Silver Spring,MD,20901
747,2012-05-01,2012-05-31,273,SHUVASHREE CORPORATION,Gaithersburg,MD,20879
516,2015-03-01,2015-03-31,117,E & C Enterprises MD719,,VA,22192
345,2012-12-01,2012-12-31,738,"Montgomery Mall Service Center, Inc.",Bethesda,MD,20817
502,2015-10-01,2015-10-31,904,Jacob's Mirae Inc,Silver Spring,MD,20901
15,2014-01-01,2014-01-31,2409,"SHOE SHOW, INC",,NC,28027
434,2012-08-01,2012-08-31,5149,"OFFICE DEPOT, INC.",,FL,33496
316,2016-03-01,2016-03-31,1402,"Bethesda Community Food Store, Inc.",Cabin John,MD,20818
843,2012-01-01,2012-01-31,174,H&M Specialty,Chevy Chase,MD,20815
350,2014-06-01,2014-06-30,10847,Don Pollo Inc,Rockville,MD,20851
362,2014-10-01,2014-10-31,43,Hwa Suk Lee,Silver Spring,MD,20906
219,2014-10-01,2014-10-31,16452,"Shalom Strictly Kosher Meats, Inc.",Silver Spring,MD,20902
655,2013-05-01,2013-07-31,929,"Banner of Kentlands, Inc",Gaithersburg,MD,20877
356,2016-01-01,2016-01-31,1684,USK INC. T/A LAKESIDE BEER WINE CHEESE SB,Gaithersburg,MD,20877
461,2012-11-01,2012-11-30,1284,Tiffany and Company,,NJ,7054
227,2012-08-01,2012-08-31,3442,"Maxim Supermarket, Inc.",Rockville,MD,20850
219,2015-02-01,2015-02-28,11966,"Shalom Strictly Kosher Meats, Inc.",Silver Spring,MD,20902
200,2016-05-01,2016-05-31,19895,"Marshalls of MA, Inc",,MA,1701
759,2012-09-01,2012-09-30,126,E&G VENTURES LLC,Rockville,MD,20853
48,2012-02-01,2012-02-29,391,LEBANESE TAVERNA ROCKVILLE INC,Rockville,MD,20850
1147,2015-08-01,2015-08-31,423,cana beer and wine inc,Germantown,MD,20874
249,2012-01-01,2012-06-30,2446,"Madewell, Inc.",,NY,10003
200,2012-09-01,2012-09-30,23253,"Marshalls of MA, Inc",,MA,1701
20,2015-08-02,2015-08-29,2628,"FASHION GALLERY, INC.",,NY,11207
1244,2015-08-01,2015-08-31,1219,Andrew Bakery LLC,Gaithersburg,MD,20877
599,2013-11-01,2013-11-30,1861,Cheese & Wine Shoppe,Silver Spring,MD,20902
102,2012-01-01,2012-01-31,15094,Walgreen Co.,,IL,60015
1091,2014-05-01,2014-05-31,265,Jos A Bank Clothiers Inc,,MD,21074
954,2016-04-01,2016-04-30,492,China Master Inc,Rockville,MD,20850
165,2014-05-04,2014-05-31,2601,The Container Store,,TX,75019
431,2012-08-01,2012-08-31,194,Bulman Enterprises Inc,Bethesda,MD,20814
581,2012-03-01,2012-03-31,851,Sterling Jewelers Inc.,,OH,44333
77,2013-09-01,2013-09-30,124,"Vitamin World, Inc",,NY,11779
331,2015-12-01,2015-12-31,2234,VIE DE FRANCE YAMAZAKI. INC,,VA,22182
179,2014-03-01,2014-03-31,185,LA BAMBA RESTAURANT INC,Silver Spring,MD,20910
447,2012-01-01,2012-01-31,1125,Golden World Inc,Bethesda,MD,20814
674,2015-08-01,2015-08-31,162,Marshall David Martin dba Chick-fil-A at Germantown Town Center FSU,,GA,30349
359,2015-08-01,2015-08-31,845,"Best Buy Stores, LP",,MN,55423
207,2013-09-04,2013-10-01,1971,Yogiraj Corporation,Germantown,MD,20876
343,2014-01-01,2014-01-31,141,1488 B Inc,Rockville,MD,20852
392,2014-10-01,2014-10-31,8548,"MORAZAN GROCERY III, INC.",Gaithersburg,MD,20877
662,2014-05-01,2014-05-31,235,ABI III CORPORATION,Gaithersburg,MD,20877
84,2016-01-01,2016-01-31,11513,"The Fresh Market, Inc.",,NC,27408
681,2014-10-01,2014-10-31,637,Robert E Herold dba Chick-fil-A at Westfield Montgomery,,GA,30349
1079,2015-04-01,2015-04-30,607,Asian Bakery Inc,Rockville,MD,20850
31,2014-08-18,2014-09-19,869,Pet Valu Inc.,,PA,19087
358,2012-09-01,2014-02-28,6143,Montgomery College,Rockville,MD,20850
208,2014-10-01,2014-11-04,3112,Hari Corporation,Germantown,MD,20876
30,2014-09-01,2014-09-30,431,LUSH HANDMADE COSMETICS,,MD,0
1160,2015-02-01,2015-02-28,211,BONO Inc,Bethesda,MD,20817
177,2016-05-01,2016-05-31,396,greenapple convenience store inc.,Silver Spring,MD,20904
954,2012-10-01,2012-10-31,465,China Master Inc,Rockville,MD,20850
448,2016-04-01,2016-04-30,1907,MARYVALE MARKET INC,Rockville,MD,20850
438,2013-01-01,2013-01-31,3839,GALIZ CORPORATION,Gaithersburg,MD,20877
1227,2014-11-01,2014-11-30,125,SONA INTERNATIONAL INC,Silver Spring,MD,20910
325,2012-01-01,2012-01-31,798,Marchones Deli Inc.,Silver Spring,MD,20902
331,2013-12-01,2013-12-31,1923,VIE DE FRANCE YAMAZAKI. INC,,VA,22182
392,2013-09-01,2013-09-30,10032,"MORAZAN GROCERY III, INC.",Gaithersburg,MD,20877
59,2012-04-29,2012-05-26,3195,A.C. Moore Incorporated,,NJ,8009
205,2014-08-01,2014-08-31,3298,7-11 #22921A,Silver Spring,MD,20910
540,2013-05-01,2013-08-31,483,PBE - Carderock,Kensington,MD,20895
636,2015-10-01,2015-10-31,4143,Amia Corp,Gaithersburg,MD,20882
514,2013-02-01,2014-02-28,445,E & C Enterprises MD709,,VA,22192
197,2013-07-07,2013-08-03,194,RED DOOR SALONS INC,,AZ,85034
223,2012-08-01,2012-08-31,16909,Sears Roebuck & Co,,IL,60179
1168,2014-05-01,2014-05-31,1849,D. Mart Inc.,Takoma Park,MD,20912
239,2012-02-01,2012-02-29,27652,"Village Super Market of Maryland, LLC",,NJ,7081
713,2012-04-01,2012-04-30,202,DS Metro Inc,Rockville,MD,20850
25,2015-05-01,2015-06-30,3176,"Springbrook International, Inc.",Silver Spring,MD,20906
400,2012-09-01,2012-09-30,107,"Artisans Gallery, Inc.",Gaithersburg,MD,20878
460,2016-06-01,2016-06-30,352,Wow Grill Inc,Gaithersburg,MD,20877
292,2012-08-01,2012-08-31,244,Brey Corp. t/a Hobby Works,Laurel,MD,20707
26,2012-12-01,2013-12-31,257,"Happy Uncle, LLC",Germantown,MD,20874
582,2015-04-01,2015-04-30,973,Sterling Inc.,,OH,44333
863,2013-11-01,2012-11-30,95,The Orvis Company Inc,,VT,5250
1273,2015-11-01,2015-11-30,7276,UNIVERSAL SUPERMARKET INC,Takoma Park,MD,20912
212,2012-02-01,2012-01-31,404,M&M Ventures Inc,Gaithersburg,MD,20882
850,2014-11-01,2014-11-30,34,Kensington Pharmacy,Kensington,MD,20895
434,2014-04-01,2014-04-30,1377,"OFFICE DEPOT, INC.",,FL,33496
776,2012-07-01,2012-07-31,231287,Target Corporation,,MN,55403
969,2013-01-01,2013-01-31,213,"JEON FAMILY, INC",Gaithersburg,MD,20879
442,2015-09-01,2015-09-30,1671,CY Associates Inc,Rockville,MD,20852
1159,2014-02-01,2014-02-28,39,Plow and Hearth LLC,,VA,22727
425,2015-04-01,2015-04-30,102,Village Beer and Wine,Germantown,MD,20876
500,2013-06-01,2013-06-30,5421,7-eleven/11713A/2541,Silver Spring,MD,20906
100,2013-09-01,2013-09-30,1649,"Nespresso USA, Inc",,NY,10017
1156,2016-01-01,2016-01-31,101,sadafinc,Rockville,MD,20852
243,2012-01-01,2012-01-31,1304,Aspen Hill Sub Shop,Silver Spring,MD,20906
173,2012-05-26,2012-08-25,3447,Recreational Equipment Inc,,WA,98032
501,2012-05-01,2012-05-31,78,PEPE COBBLER'S BENCH,Bethesda,MD,20817
339,2012-08-01,2012-08-31,333,8701 Ram Inc,Silver Spring,MD,20910
760,2012-09-01,2012-09-30,16382,AFRICAN & CARIBBEAN FOOD CORP,Takoma Park,MD,20912
208,2014-04-30,2014-06-03,2416,Hari Corporation,Germantown,MD,20876
625,2013-01-01,2013-01-31,1939,yohana inc.,Silver Spring,MD,20901
155,2016-04-01,2016-04-30,8184,"HomeGoods, Inc",,MA,1701
203,2014-02-01,2014-02-28,23419,"Rite Aid of Maryland, Inc.",,PA,17319
268,2015-08-01,2015-08-31,55,CHEVY CHASE CITGO INC.,Chevy Chase,MD,20815
